,CustomerID,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,SegmentID,Account_Creation,Segment
50,11054,MRS.,DEANNA,MUNOZ,1952-03-10,M,F,deanna33@adventure-works.com,"$40,000 ",2,Partial College,Skilled Manual,Y,3,2016-07-11,Consumer
51,11055,MR.,GILBERT,RAJE,1952-03-05,M,M,gilbert35@adventure-works.com,"$40,000 ",2,Partial College,Skilled Manual,Y,3,2016-08-08,Consumer
52,11056,MRS.,MICHELE,NATH,1953-04-03,M,F,michele19@adventure-works.com,"$40,000 ",3,Partial College,Skilled Manual,Y,3,2016-08-07,Consumer
53,11058,MR.,MARC,DIAZ,1954-04-27,M,M,marc6@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,Y,3,2016-07-08,Consumer
54,11059,MRS.,ASHLEE,ANDERSEN,1954-04-01,S,F,ashlee19@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,Y,3,2016-08-22,Consumer
55,11060,MR.,JON,ZHOU,1954-03-17,M,M,jon28@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,Y,3,2016-07-08,Consumer
56,11062,MR.,NOAH,POWELL,1975-09-02,M,M,noah5@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2016-07-11,Consumer
57,11063,MS.,ANGELA,MURPHY,1975-04-07,S,F,angela41@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2016-07-16,Consumer
58,11064,MR.,CHASE,REED,1975-12-07,M,M,chase21@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2016-07-29,Consumer
59,11065,MS.,JESSICA,HENDERSON,1973-10-09,M,F,jessica29@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N,3,2016-08-14,Consumer
60,11066,MS.,GRACE,BUTLER,1973-11-27,M,F,grace62@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y,3,2016-12-02,Consumer
61,11067,MR.,CALEB,CARTER,1976-09-25,S,M,caleb40@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y,3,2017-02-19,Consumer
62,11068,MRS.,TIFFANY,LIANG,1955-09-23,S,F,tiffany17@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y,3,2016-11-01,Consumer
63,11070,MR.,WILLIE,RAJI,1955-04-05,M,M,willie40@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y,3,2016-07-13,Consumer
64,11071,MRS.,LINDA,SERRANO,1955-06-26,S,F,linda31@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y,3,2016-09-02,Consumer
65,11072,MRS.,CASEY,LUO,1955-02-06,S,F,casey6@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N,3,2016-07-13,Consumer
66,11073,MRS.,AMY,YE,1956-08-14,S,F,amy16@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y,3,2016-09-24,Consumer
67,11074,MR.,LEVI,ARUN,1956-08-28,S,M,levi6@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y,3,2016-09-24,Consumer
68,11075,MRS.,FELICIA,JIMENEZ,1957-11-16,S,F,felicia4@adventure-works.com,"$80,000 ",2,High School,Professional,Y,3,2016-07-20,Consumer
69,11076,MR.,BLAKE,ANDERSON,1957-07-13,S,M,blake9@adventure-works.com,"$80,000 ",2,High School,Professional,Y,3,2016-07-04,Consumer
70,11077,MRS.,LEAH,YE,1957-09-19,S,F,leah7@adventure-works.com,"$80,000 ",2,High School,Professional,N,3,2016-07-29,Consumer
71,11078,MS.,GINA,MARTIN,1974-01-10,S,F,gina1@adventure-works.com,"$40,000 ",0,High School,Professional,N,3,2016-08-19,Consumer
72,11079,MR.,DONALD,GONZALEZ,1959-03-11,S,M,donald20@adventure-works.com,"$160,000 ",0,Graduate Degree,Management,Y,3,2016-09-16,Consumer
73,11080,MR.,DAMIEN,CHANDER,1959-07-17,M,M,damien32@adventure-works.com,"$170,000 ",0,Graduate Degree,Management,Y,3,2016-07-17,Consumer
74,11081,MRS.,SAVANNAH,BAKER,1966-07-24,M,F,savannah39@adventure-works.com,"$120,000 ",2,Bachelors,Management,Y,3,2016-08-16,Consumer
75,11082,,ANGELA,BUTLER,1966-08-04,S,,angela17@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,N,3,2016-07-26,Consumer
76,11083,MS.,ALYSSA,COX,1966-03-15,M,F,alyssa37@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,3,2016-07-10,Consumer
77,11084,MR.,LUCAS,PHILLIPS,1957-09-12,S,M,lucas7@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,N,3,2016-07-08,Consumer
78,11085,MRS.,EMILY,JOHNSON,1957-07-19,S,F,emily1@adventure-works.com,"$60,000 ",2,High School,Professional,N,3,2017-06-08,Consumer
79,11086,MR.,RYAN,BROWN,1957-12-23,M,M,ryan43@adventure-works.com,"$70,000 ",2,Partial College,Professional,Y,3,2017-01-03,Consumer
80,11087,MRS.,TAMARA,LIANG,1957-10-03,M,F,tamara6@adventure-works.com,"$70,000 ",3,Partial College,Professional,N,3,2016-08-29,Consumer
81,11089,MRS.,ABIGAIL,PRICE,1957-02-05,S,F,abigail25@adventure-works.com,"$80,000 ",2,Bachelors,Management,Y,3,2016-07-02,Consumer
82,11091,MR.,DALTON,PEREZ,1957-04-04,M,M,dalton37@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y,3,2016-08-02,Consumer
83,11092,MRS.,CHERYL,DIAZ,1967-05-06,M,F,cheryl4@adventure-works.com,"$90,000 ",2,Bachelors,Professional,Y,3,2016-07-16,Consumer
84,11093,MS.,AIMEE,HE,1967-09-10,M,F,aimee13@adventure-works.com,"$100,000 ",0,Graduate Degree,Management,Y,3,2016-07-11,Consumer
85,11094,MR.,CEDRIC,MA,1962-04-01,S,M,cedric15@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,N,3,2016-10-09,Consumer
86,11095,MR.,CHAD,KUMAR,1962-09-01,S,M,chad9@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y,3,2016-07-31,Consumer
87,11096,MR.,ANDRÉS,ANAND,1962-08-10,M,M,andrés18@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y,3,2016-08-26,Consumer
88,11097,MR.,EDWIN,NARA,1961-10-27,M,M,edwin39@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,3,2016-09-17,Consumer
89,11098,MRS.,MALLORY,RUBIO,1961-05-01,S,F,mallory7@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,N,3,2016-08-15,Consumer
90,11099,MR.,ADAM,ROSS,1961-03-08,M,M,adam2@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y,3,2016-09-07,Consumer
91,11100,MRS.,LATASHA,NAVARRO,1960-09-15,S,F,latasha10@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,3,2016-09-24,Consumer
92,11101,MS.,ABBY,SAI,1965-05-08,S,F,abby4@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-07-30,Consumer
93,11102,MRS.,JULIA,NELSON,1965-04-21,S,F,julia7@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y,3,2017-01-17,Consumer
94,11103,MS.,CASSIE,CHANDE,1964-10-17,S,F,cassie13@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,3,2016-07-13,Consumer
95,11104,MR.,EDGAR,SARA,1964-03-11,M,M,edgar11@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-07-26,Consumer
96,11105,MS.,CANDACE,FERNANDEZ,1964-12-28,S,F,candace15@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-07-04,Consumer
97,11106,MR.,JESSIE,LIU,1964-09-11,S,M,jessie9@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-07-04,Consumer
98,11107,MRS.,BIANCA,LIN,1959-09-09,M,F,bianca7@adventure-works.com,"$90,000 ",1,Bachelors,Professional,Y,3,2016-07-17,Consumer
99,11108,MS.,KARI,ALVAREZ,1963-07-14,S,F,kari25@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-07-03,Consumer
100,11109,MR.,RUBEN,KAPOOR,1963-11-05,S,M,ruben1@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-07-15,Consumer
101,11110,MR.,CURTIS,YANG,1962-06-06,M,M,curtis5@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,3,2016-09-14,Consumer
102,11111,MRS.,MEREDITH,GUTIERREZ,1962-02-23,M,F,meredith34@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,3,2016-09-13,Consumer
103,11112,MRS.,CRYSTAL,WANG,1962-09-09,M,F,crystal3@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,3,2016-10-09,Consumer
104,11113,MR.,MICHEAL,BLANCO,1962-02-21,M,M,micheal11@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y,3,2016-08-05,Consumer
105,11114,MRS.,LESLIE,MORENO,1962-05-28,S,F,leslie7@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,3,2016-09-19,Consumer
106,11115,MR.,ALVIN,CAI,1962-02-12,M,M,alvin20@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,3,2016-08-14,Consumer
107,11116,MR.,CLINTON,CARLSON,1962-10-07,M,M,clinton14@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,3,2016-09-16,Consumer
108,11117,MRS.,APRIL,DENG,1961-02-21,M,F,april1@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,3,2016-07-03,Consumer
109,11118,MR.,ALVIN,ZENG,1957-07-03,S,M,alvin21@adventure-works.com,"$80,000 ",1,Partial College,Skilled Manual,N,3,2017-01-11,Consumer
110,11119,MR.,EVAN,JAMES,1935-04-10,S,M,evan8@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N,3,2016-08-07,Consumer
111,11122,MR.,BYRON,VAZQUEZ,1960-04-02,M,M,byron9@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,3,2016-08-25,Consumer
112,11123,MR.,PHILIP,ALVAREZ,1960-06-20,M,M,philip4@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,3,2016-10-19,Consumer
113,11124,MR.,ROSS,JORDAN,1957-07-27,S,M,ross1@adventure-works.com,"$80,000 ",1,Partial College,Skilled Manual,Y,3,2016-07-29,Consumer
114,11125,MRS.,DANA,NAVARRO,1956-04-08,S,F,dana2@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y,3,2016-08-04,Consumer
115,11126,MR.,SHAUN,CARSON,1949-04-07,M,M,shaun16@adventure-works.com,"$10,000 ",2,High School,Skilled Manual,N,3,2016-10-25,Consumer
116,11127,MS.,JAN,EDWARDS,1975-10-21,M,F,jan11@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2016-10-12,Consumer
117,11128,MS.,SAMANTHA,LONG,1975-12-05,M,F,samantha35@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2016-12-21,Consumer
118,11129,MS.,JULIA,WRIGHT,1975-08-05,S,F,julia17@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2015-02-06,Consumer
119,11130,MS.,CAROLINE,RUSSELL,1980-01-06,M,F,caroline21@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,3,2017-06-11,Consumer
120,11131,MS.,AMANDA,RIVERA,1980-03-12,M,F,amanda7@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,3,2017-04-20,Consumer
121,11132,MS.,MELISSA,RICHARDSON,1980-10-26,S,F,melissa31@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,3,2016-10-11,Consumer
122,11134,MR.,LARRY,TOWNSEND,1946-02-26,S,M,larry14@adventure-works.com,"$10,000 ",5,High School,Skilled Manual,Y,3,2016-12-25,Consumer
123,11135,MR.,MARCUS,HARRIS,1979-11-03,S,M,marcus14@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,3,2016-10-20,Consumer
124,11136,MS.,BRIANNA,MORGAN,1978-10-26,S,F,brianna30@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,3,2016-07-07,Consumer
125,11137,MS.,JASMINE,TAYLOR,1978-07-20,M,F,jasmine7@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2017-02-01,Consumer
126,11138,MS.,LAUREN,DAVIS,1978-09-15,M,F,lauren23@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,3,2017-03-22,Consumer
127,11139,MRS.,TANYA,MORENO,1938-11-09,S,F,tanya2@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N,3,2017-03-17,Consumer
128,11141,MS.,NICOLE,RAMIREZ,1977-06-21,M,F,nicole42@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,3,2016-11-17,Consumer
129,11143,MR.,JONATHAN,HENDERSON,1977-02-04,M,M,jonathan4@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2016-12-17,Consumer
130,11144,MR.,EDWARD,HERNANDEZ,1979-09-09,S,M,edward48@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,3,2016-07-29,Consumer
131,11145,MS.,JASMINE,COLEMAN,1979-12-08,S,F,jasmine46@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,3,2016-07-29,Consumer
132,11146,MRS.,KARLA,GOEL,1939-08-26,S,F,karla20@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,3,2016-08-09,Consumer
133,11147,MR.,ERNEST,WU,1939-02-05,M,M,ernest6@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,Y,3,2016-10-31,Consumer
134,11148,MR.,ROSS,VAZQUEZ,1941-08-16,M,M,ross32@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,3,2016-09-08,Consumer
135,11149,MR.,THEODORE,GILL,1941-04-20,M,M,theodore14@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,3,2016-12-06,Consumer
136,11150,MR.,RUSSELL,SHEN,1941-03-15,S,M,russell6@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,3,2016-09-28,Consumer
137,11151,MRS.,MELINDA,GILL,1942-02-25,S,F,melinda9@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,N,3,2016-10-17,Consumer
138,11152,MR.,JAMES,WILLIAMS,1976-01-10,S,M,james77@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2016-07-13,Consumer
139,11153,MS.,ANGELA,JAMES,1976-06-23,M,F,angela34@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2016-09-30,Consumer
140,11154,MS.,MEGAN,WALKER,1976-08-21,S,F,megan25@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,3,2016-07-14,Consumer
141,11155,MR.,HUNTER,ROBINSON,1976-01-26,S,M,hunter50@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,3,2016-07-10,Consumer
142,11156,MS.,MARIA,ROBERTS,1976-02-07,S,F,maria47@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,3,2016-07-12,Consumer
143,11157,MS.,HANNAH,LONG,1975-06-11,M,F,hannah32@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2017-01-25,Consumer
144,11158,MR.,JASON,WRIGHT,1975-10-08,S,M,jason46@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,3,2016-07-23,Consumer
145,11159,MS.,BRIANNA,HUGHES,1975-09-17,S,F,brianna57@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,3,2017-03-11,Consumer
146,11160,MR.,MAURICE,TANG,1974-01-08,S,M,maurice4@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,3,2016-08-25,Consumer
147,11161,MS.,EMILY,WOOD,1974-04-22,S,F,emily27@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,3,2016-12-03,Consumer
148,11162,MR.,CHASE,COX,1974-03-05,S,M,chase10@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,3,2016-08-22,Consumer
149,11163,MR.,GABRIEL,WANG,1974-12-20,M,M,gabriel21@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,3,2016-11-02,Consumer
150,11164,MR.,DEVIN,BROOKS,1974-05-05,S,M,devin63@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,3,2016-10-29,Consumer
151,11165,MS.,JOCELYN,ALEXANDER,1973-07-18,M,F,jocelyn18@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N,3,2016-11-26,Consumer
152,11166,MS.,ASHLEY,MARTINEZ,1972-04-24,S,F,ashley18@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N,3,2017-04-16,Consumer
153,11167,MS.,JASMINE,BARNES,1972-08-01,S,F,jasmine43@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,3,2016-07-11,Consumer
154,11168,MR.,DAVID,RODRIGUEZ,1968-05-15,S,M,david83@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,3,2016-07-19,Consumer
155,11170,MRS.,CAROL,HOWARD,1968-02-05,M,F,carol5@adventure-works.com,"$90,000 ",4,Bachelors,Management,Y,3,2017-02-27,Consumer
156,11171,MR.,JONATHAN,HILL,1967-10-09,S,M,jonathan43@adventure-works.com,"$100,000 ",1,Bachelors,Management,Y,3,2015-02-20,Consumer
157,11172,MRS.,GABRIELLE,ADAMS,1967-11-21,M,F,gabrielle58@adventure-works.com,"$100,000 ",1,Bachelors,Management,Y,3,2016-11-04,Consumer
158,11173,MS.,SARAH,THOMAS,1967-09-01,S,F,sarah13@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N,3,2016-09-03,Consumer
159,11175,MR.,LUIS,WANG,1963-03-05,S,M,luis24@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,Y,3,2015-02-28,Consumer
160,11176,MR.,MASON,ROBERTS,1968-01-25,M,M,mason25@adventure-works.com,"$90,000 ",4,Bachelors,Management,Y,3,2016-08-06,Consumer
161,11177,MR.,JOSE,FLORES,1942-07-04,M,M,jose6@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y,3,2016-09-30,Consumer
162,11178,MR.,NATHAN,JOHNSON,1943-08-24,M,M,nathan55@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,3,2016-08-25,Consumer
163,11179,MRS.,MOLLY,RODRIGUEZ,1943-06-14,M,F,molly18@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y,3,2016-09-13,Consumer
164,11180,MRS.,APRIL,ANAND,1943-01-02,M,F,april18@adventure-works.com,"$160,000 ",1,Bachelors,Management,Y,3,2016-09-18,Consumer
165,11181,MR.,DEVIN,MARTIN,1943-08-08,M,M,devin13@adventure-works.com,"$170,000 ",2,Graduate Degree,Management,Y,3,2016-11-08,Consumer
166,11182,MRS.,STEPHANIE,TORRES,1944-08-25,S,F,stephanie19@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,3,2017-03-01,Consumer
167,11183,MRS.,JASMINE,LEE,1944-07-15,S,F,jasmine19@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,3,2016-11-01,Consumer
